House_number,Date,Energy Demand
MAC000005,12-12-2013,6.182
MAC000005,13-12-2013,5.028
MAC000005,14-12-2013,5.564
MAC000005,15-12-2013,5.479
MAC000005,16-12-2013,5.693
MAC000005,17-12-2013,5.819
MAC000005,18-12-2013,5.449
MAC000005,19-12-2013,4.711
MAC000005,20-12-2013,4.704
MAC000005,21-12-2013,5.676
MAC000005,22-12-2013,5.28
MAC000005,23-12-2013,4.784
MAC000005,24-12-2013,5.241
MAC000005,25-12-2013,9.048
MAC000005,26-12-2013,3.257
MAC000005,27-12-2013,6.935
MAC000005,28-12-2013,5.71
MAC000005,29-12-2013,2.976
MAC000005,30-12-2013,4.998
MAC000005,31-12-2013,5.222
MAC000005,01-01-2014,4.114
MAC000005,02-01-2014,4.272
MAC000005,03-01-2014,6.112
MAC000005,04-01-2014,6.274
MAC000005,05-01-2014,6.641
MAC000005,06-01-2014,5.292
MAC000005,07-01-2014,5.438
MAC000005,08-01-2014,5.175
MAC000005,09-01-2014,4.649
MAC000005,10-01-2014,4.808
MAC000005,11-01-2014,4.447
MAC000005,12-01-2014,5.963
MAC000005,13-01-2014,4.56
MAC000005,14-01-2014,5.638
MAC000005,15-01-2014,4.931
MAC000005,16-01-2014,4.165
MAC000005,17-01-2014,5.385
MAC000005,18-01-2014,6.122
MAC000005,19-01-2014,6.121
MAC000005,20-01-2014,6.192
MAC000005,21-01-2014,5.15
MAC000005,22-01-2014,5.807
MAC000005,23-01-2014,4.73
MAC000005,24-01-2014,5.453
MAC000005,25-01-2014,4.42
MAC000005,26-01-2014,5.695
MAC000005,27-01-2014,5.035
MAC000005,28-01-2014,4.699
MAC000005,29-01-2014,6.45
MAC000005,30-01-2014,5.144
MAC000005,31-01-2014,4.829
MAC000005,01-02-2014,4.833
MAC000005,02-02-2014,4.24
MAC000005,03-02-2014,7.682
MAC000005,04-02-2014,5.801
MAC000005,05-02-2014,5.651
MAC000005,06-02-2014,4.656
MAC000005,07-02-2014,5.168
MAC000005,08-02-2014,6.714
MAC000005,09-02-2014,4.881
MAC000005,10-02-2014,6.732
MAC000005,11-02-2014,6.469
MAC000005,12-02-2014,5.347
MAC000005,13-02-2014,5.033
MAC000005,14-02-2014,5.625
MAC000005,15-02-2014,5.268
MAC000005,16-02-2014,6.143
MAC000005,17-02-2014,6.373
MAC000005,18-02-2014,5.362
MAC000005,19-02-2014,4.85
MAC000005,20-02-2014,4.16
MAC000005,21-02-2014,5.088
MAC000005,22-02-2014,4.19
MAC000005,23-02-2014,5.369
MAC000005,24-02-2014,4.448
MAC000005,25-02-2014,4.865
MAC000005,26-02-2014,3.908
MAC000005,27-02-2014,4.638
MAC000005,28-02-2014,0.224
